"symbol","resolution","timestamp_utc","volume"
"BHL","1m","2026-03-29T06:41:37.0000000Z","750"
"BHL","1m","2026-03-29T06:42:49.0000000Z","3122"
"BHL","1m","2026-03-29T06:43:59.0000000Z","320"
"BHL","1m","2026-03-29T06:44:53.0000000Z","12752"
"BHL","1m","2026-03-29T06:45:51.0000000Z","1365"
"BHL","1m","2026-03-29T06:46:42.0000000Z","544"
"BHL","1m","2026-03-29T06:47:50.0000000Z","1160"
"BHL","1m","2026-03-29T06:48:58.0000000Z","2850"
"BHL","1m","2026-03-29T06:49:44.0000000Z","1363"
"BHL","1m","2026-03-29T06:50:48.0000000Z","1720"
"BHL","1m","2026-03-29T06:51:59.0000000Z","336"
"BHL","1m","2026-03-29T06:52:43.0000000Z","71"
"BHL","1m","2026-03-29T06:53:52.0000000Z","1454"
"BHL","1m","2026-03-29T06:54:52.0000000Z","1055"
"BHL","1m","2026-03-29T06:57:42.0000000Z","2300"
"BHL","1m","2026-03-29T06:58:22.0000000Z","1000"
"BHL","1m","2026-03-29T06:59:56.0000000Z","5049"
"BHL","1m","2026-03-29T07:00:50.0000000Z","200"
"BHL","1m","2026-03-29T07:01:06.0000000Z","5027"
"BHL","1m","2026-03-29T07:02:52.0000000Z","2504"
"BHL","1m","2026-03-29T07:03:05.0000000Z","0"
"BHL","1m","2026-03-29T07:04:25.0000000Z","1930"
"BHL","1m","2026-03-29T07:05:44.0000000Z","2300"
"BHL","1m","2026-03-29T07:06:54.0000000Z","2415"
"BHL","1m","2026-03-29T07:07:37.0000000Z","3981"
"BHL","1m","2026-03-29T07:08:54.0000000Z","1023"
"BHL","1m","2026-03-29T07:09:35.0000000Z","175"
"BHL","1m","2026-03-29T07:10:37.0000000Z","3621"
"BHL","1m","2026-03-29T07:11:50.0000000Z","246"
"BHL","1m","2026-03-29T07:12:56.0000000Z","5901"
"BHL","1m","2026-03-29T07:13:35.0000000Z","110"
"BHL","1m","2026-03-29T07:14:45.0000000Z","1103"
"BHL","1m","2026-03-29T07:15:54.0000000Z","695"
"BHL","1m","2026-03-29T07:16:49.0000000Z","4600"
"BHL","1m","2026-03-29T07:17:52.0000000Z","1585"
"BHL","1m","2026-03-29T07:18:55.0000000Z","1205"
"BHL","1m","2026-03-29T07:19:50.0000000Z","4000"
"BHL","1m","2026-03-29T07:20:54.0000000Z","3160"
"BHL","1m","2026-03-29T07:21:26.0000000Z","2681"
"BHL","1m","2026-03-29T07:22:34.0000000Z","530"
"BHL","1m","2026-03-29T07:23:38.0000000Z","1772"
"BHL","1m","2026-03-29T07:24:50.0000000Z","2963"
"BHL","1m","2026-03-29T07:25:39.0000000Z","14600"
"BHL","1m","2026-03-29T07:26:58.0000000Z","80"
"BHL","1m","2026-03-29T07:27:58.0000000Z","1900"
"BHL","1m","2026-03-29T07:28:45.0000000Z","102"
"BHL","1m","2026-03-29T07:29:39.0000000Z","460"
"BHL","1m","2026-03-29T07:30:43.0000000Z","1750"
"BHL","1m","2026-03-29T07:31:59.0000000Z","1690"
"BHL","1m","2026-03-29T07:32:14.0000000Z","920"
"BHL","1m","2026-03-29T07:33:59.0000000Z","580"
"BHL","1m","2026-03-29T07:35:22.0000000Z","10"
"BHL","1m","2026-03-29T07:37:44.0000000Z","715"
"BHL","1m","2026-03-29T07:38:54.0000000Z","2403"
"BHL","1m","2026-03-29T07:39:42.0000000Z","3650"
"BHL","1m","2026-03-29T07:40:28.0000000Z","230"
"BHL","1m","2026-03-29T07:41:28.0000000Z","2121"
"BHL","1m","2026-03-29T07:42:59.0000000Z","24979"
"BHL","1m","2026-03-29T07:43:50.0000000Z","15665"
"BHL","1m","2026-03-29T07:44:59.0000000Z","14510"
"BHL","1m","2026-03-29T07:45:54.0000000Z","0"
"BHL","1m","2026-03-29T07:46:59.0000000Z","7915"
"BHL","1m","2026-03-29T07:47:42.0000000Z","115"
"BHL","1m","2026-03-29T07:48:47.0000000Z","6180"
"BHL","1m","2026-03-29T07:49:40.0000000Z","0"
"BHL","1m","2026-03-29T07:50:55.0000000Z","3790"
"BHL","1m","2026-03-29T07:51:34.0000000Z","2020"
"BHL","1m","2026-03-29T07:52:51.0000000Z","2620"
"BHL","1m","2026-03-29T07:53:54.0000000Z","11911"
"BHL","1m","2026-03-29T07:54:51.0000000Z","21096"
"BHL","1m","2026-03-29T07:55:43.0000000Z","4090"
"BHL","1m","2026-03-29T07:56:38.0000000Z","2407"
"BHL","1m","2026-03-29T07:57:54.0000000Z","5792"
"BHL","1m","2026-03-29T07:58:59.0000000Z","5651"
"BHL","1m","2026-03-29T07:59:44.0000000Z","2847"
"BHL","1m","2026-03-29T08:00:53.0000000Z","800"
"BHL","1m","2026-03-29T08:01:46.0000000Z","5387"
"BHL","1m","2026-03-29T08:02:57.0000000Z","300"
"BHL","1m","2026-03-29T08:03:54.0000000Z","11062"
"BHL","1m","2026-03-29T08:04:36.0000000Z","3395"
"BHL","1m","2026-03-29T08:05:51.0000000Z","1786"
"BHL","1m","2026-03-29T08:06:59.0000000Z","2335"
"BHL","1m","2026-03-29T08:07:57.0000000Z","0"
"BHL","1m","2026-03-29T08:08:56.0000000Z","9294"
"BHL","1m","2026-03-29T08:09:48.0000000Z","2770"
"BHL","1m","2026-03-29T08:10:52.0000000Z","5000"
"BHL","1m","2026-03-29T08:11:57.0000000Z","4729"
"BHL","1m","2026-03-29T08:12:43.0000000Z","635"
"BHL","1m","2026-03-29T08:13:57.0000000Z","1300"
"BHL","1m","2026-03-29T08:14:59.0000000Z","1113"
"BHL","1m","2026-03-29T08:15:57.0000000Z","4925"
"BHL","1m","2026-03-29T08:16:58.0000000Z","1390"
"BHL","1m","2026-03-29T08:17:58.0000000Z","1527"
"BHL","1m","2026-03-29T08:18:53.0000000Z","2640"
"BHL","1m","2026-03-29T08:19:30.0000000Z","30"
"BHL","1m","2026-03-29T08:20:54.0000000Z","760"
"BHL","1m","2026-03-29T08:21:41.0000000Z","3250"
"BHL","1m","2026-03-29T08:22:52.0000000Z","465"
"BHL","1m","2026-03-29T08:23:45.0000000Z","320"
"BHL","1m","2026-03-29T08:24:06.0000000Z","740"
"BHL","1m","2026-03-29T08:25:46.0000000Z","2512"
"BHL","1m","2026-03-29T08:26:47.0000000Z","3570"
"BHL","1m","2026-03-29T08:27:59.0000000Z","2919"
"BHL","1m","2026-03-29T08:28:56.0000000Z","7790"
"BHL","1m","2026-03-29T08:29:49.0000000Z","3434"
"BHL","1m","2026-03-29T08:30:51.0000000Z","5856"
"BHL","1m","2026-03-29T08:31:47.0000000Z","1432"
"BHL","1m","2026-03-29T08:32:56.0000000Z","5600"
"BHL","1m","2026-03-29T08:33:53.0000000Z","1861"
"BHL","1m","2026-03-29T08:34:07.0000000Z","1510"
"BHL","1m","2026-03-29T08:35:32.0000000Z","90"
"BHL","1m","2026-03-29T08:36:37.0000000Z","7139"
"BHL","1m","2026-03-29T08:37:54.0000000Z","2030"
"BHL","1m","2026-03-29T08:38:56.0000000Z","2869"
"BHL","1m","2026-03-29T08:39:48.0000000Z","0"
"BHL","1m","2026-03-29T08:40:38.0000000Z","276"
"BHL","1m","2026-03-29T08:41:45.0000000Z","0"
"BHL","1m","2026-03-29T08:42:48.0000000Z","10148"
"BHL","1m","2026-03-29T08:43:49.0000000Z","825"
"BHL","1m","2026-03-29T08:44:40.0000000Z","660"
"BHL","1m","2026-03-29T08:45:50.0000000Z","1675"
"BHL","1m","2026-03-29T08:46:55.0000000Z","214"
"BHL","1m","2026-03-29T08:47:46.0000000Z","855"
"BHL","1m","2026-03-29T08:48:58.0000000Z","3966"
"BHL","1m","2026-03-29T08:49:59.0000000Z","4874"
"BHL","1m","2026-03-29T08:50:52.0000000Z","3710"
"BHL","1m","2026-03-29T08:51:58.0000000Z","4190"
"BHL","1m","2026-03-29T08:52:41.0000000Z","13205"
"BHL","1m","2026-03-29T08:53:48.0000000Z","14739"
"BHL","1m","2026-03-29T08:54:57.0000000Z","700"
"BHL","1m","2026-03-29T08:55:44.0000000Z","510"
"BHL","1m","2026-03-29T08:56:50.0000000Z","5240"
"BHL","1m","2026-03-29T08:57:50.0000000Z","3375"
"BHL","1m","2026-03-29T08:58:44.0000000Z","4414"
"BHL","1m","2026-03-29T08:59:42.0000000Z","2686"
"BHL","1m","2026-03-29T09:00:54.0000000Z","2848"
"BHL","1m","2026-03-29T09:01:54.0000000Z","9410"
"BHL","1m","2026-03-29T09:02:52.0000000Z","7096"
"BHL","1m","2026-03-29T09:03:51.0000000Z","3189"
"BHL","1m","2026-03-29T09:04:41.0000000Z","1750"
"BHL","1m","2026-03-29T09:05:48.0000000Z","1385"
"BHL","1m","2026-03-29T09:06:51.0000000Z","7018"
"BHL","1m","2026-03-29T09:07:26.0000000Z","14758"
"BHL","1m","2026-03-29T09:08:58.0000000Z","6300"
"BHL","1m","2026-03-29T09:09:55.0000000Z","975"
"BHL","1m","2026-03-29T09:10:54.0000000Z","12985"
"BHL","1m","2026-03-29T09:11:58.0000000Z","100"
"BHL","1m","2026-03-29T09:12:50.0000000Z","17255"
"BHL","1m","2026-03-29T09:13:54.0000000Z","9184"
"BHL","1m","2026-03-29T09:14:59.0000000Z","23609"
"BHL","1m","2026-03-30T05:15:33.0000000Z","150"
"BHL","1m","2026-03-30T05:16:57.0000000Z","1195"
"BHL","1m","2026-03-30T05:17:46.0000000Z","3150"
"BHL","1m","2026-03-30T05:18:58.0000000Z","910"
"BHL","1m","2026-03-30T05:19:51.0000000Z","7320"
"BHL","1m","2026-03-30T05:20:37.0000000Z","4243"
"BHL","1m","2026-03-30T05:21:48.0000000Z","5157"
"BHL","1m","2026-03-30T05:22:56.0000000Z","10012"
"BHL","1m","2026-03-30T05:23:25.0000000Z","3485"
"BHL","1m","2026-03-30T05:24:57.0000000Z","16996"
"BHL","1m","2026-03-30T05:25:54.0000000Z","7169"
"BHL","1m","2026-03-30T05:26:39.0000000Z","4723"
"BHL","1m","2026-03-30T05:27:46.0000000Z","4903"
"BHL","1m","2026-03-30T05:28:59.0000000Z","20519"
"BHL","1m","2026-03-30T05:29:49.0000000Z","12101"
"BHL","1m","2026-03-30T05:30:45.0000000Z","4719"
"BHL","1m","2026-03-30T05:31:59.0000000Z","5254"
"BHL","1m","2026-03-30T05:32:54.0000000Z","10288"
"BHL","1m","2026-03-30T05:33:49.0000000Z","7293"
"BHL","1m","2026-03-30T05:34:51.0000000Z","2920"
"BHL","1m","2026-03-30T05:35:49.0000000Z","2475"
"BHL","1m","2026-03-30T05:36:55.0000000Z","4262"
"BHL","1m","2026-03-30T05:37:52.0000000Z","710"
"BHL","1m","2026-03-30T05:38:53.0000000Z","3450"
"BHL","1m","2026-03-30T05:39:52.0000000Z","6929"
"BHL","1m","2026-03-30T05:40:58.0000000Z","5921"
"BHL","1m","2026-03-30T05:41:51.0000000Z","2750"
"BHL","1m","2026-03-30T05:42:53.0000000Z","13744"
"BHL","1m","2026-03-30T05:43:47.0000000Z","11880"
"BHL","1m","2026-03-30T05:44:45.0000000Z","3480"
"BHL","1m","2026-03-30T05:45:51.0000000Z","5297"
"BHL","1m","2026-03-30T05:46:49.0000000Z","3270"
"BHL","1m","2026-03-30T05:47:53.0000000Z","1376"
"BHL","1m","2026-03-30T05:48:29.0000000Z","480"
"BHL","1m","2026-03-30T05:49:59.0000000Z","618"
"BHL","1m","2026-03-30T05:50:32.0000000Z","10"
"BHL","1m","2026-03-30T05:51:48.0000000Z","1665"
"BHL","1m","2026-03-30T05:52:50.0000000Z","2030"
"BHL","1m","2026-03-30T05:53:09.0000000Z","0"
"BHL","1m","2026-03-30T05:54:54.0000000Z","3000"
"BHL","1m","2026-03-30T05:55:15.0000000Z","620"
"BHL","1m","2026-03-30T05:56:57.0000000Z","450"
"BHL","1m","2026-03-30T05:57:24.0000000Z","0"
"BHL","1m","2026-03-30T05:58:59.0000000Z","2697"
"BHL","1m","2026-03-30T06:00:50.0000000Z","1190"
"BHL","1m","2026-03-30T06:01:45.0000000Z","1588"
"BHL","1m","2026-03-30T06:02:52.0000000Z","1540"
"BHL","1m","2026-03-30T06:03:05.0000000Z","500"
"BHL","1m","2026-03-30T06:04:25.0000000Z","887"
"BHL","1m","2026-03-30T06:05:14.0000000Z","1118"
"BHL","1m","2026-03-30T06:06:53.0000000Z","1262"
"BHL","1m","2026-03-30T06:08:58.0000000Z","754"
"BHL","1m","2026-03-30T06:09:20.0000000Z","230"
"BHL","1m","2026-03-30T06:10:58.0000000Z","438"
"BHL","1m","2026-03-30T06:11:51.0000000Z","2000"
"BHL","1m","2026-03-30T06:12:55.0000000Z","1179"
"BHL","1m","2026-03-30T06:13:58.0000000Z","681"
"BHL","1m","2026-03-30T06:14:13.0000000Z","70"
"BHL","1m","2026-03-30T06:15:41.0000000Z","1030"
"BHL","1m","2026-03-30T06:16:59.0000000Z","10609"
"BHL","1m","2026-03-30T06:17:28.0000000Z","2543"
"BHL","1m","2026-03-30T06:18:40.0000000Z","1232"
"BHL","1m","2026-03-30T06:19:53.0000000Z","4924"
"BHL","1m","2026-03-30T06:20:58.0000000Z","2495"
"BHL","1m","2026-03-30T06:21:49.0000000Z","18800"
"BHL","1m","2026-03-30T06:22:02.0000000Z","320"
"BHL","1m","2026-03-30T06:23:29.0000000Z","2391"
"BHL","1m","2026-03-30T06:24:33.0000000Z","6119"
"BHL","1m","2026-03-30T06:25:52.0000000Z","1401"
"BHL","1m","2026-03-30T06:26:59.0000000Z","680"
"BHL","1m","2026-03-30T06:27:55.0000000Z","1280"
"BHL","1m","2026-03-30T06:28:55.0000000Z","1776"
"BHL","1m","2026-03-30T06:29:44.0000000Z","545"
"BHL","1m","2026-03-30T06:30:54.0000000Z","1210"
"BHL","1m","2026-03-30T06:31:58.0000000Z","810"
"BHL","1m","2026-03-30T06:32:48.0000000Z","2650"
"BHL","1m","2026-03-30T06:33:54.0000000Z","3452"
"BHL","1m","2026-03-30T06:34:36.0000000Z","648"
"BHL","1m","2026-03-30T06:35:59.0000000Z","1823"
"BHL","1m","2026-03-30T06:36:55.0000000Z","1607"
"BHL","1m","2026-03-30T06:37:59.0000000Z","3570"
"BHL","1m","2026-03-30T06:38:48.0000000Z","10"
"BHL","1m","2026-03-30T06:39:29.0000000Z","1300"
"BHL","1m","2026-03-30T06:40:40.0000000Z","18158"
"BHL","1m","2026-03-30T06:41:46.0000000Z","690"
"BHL","1m","2026-03-30T06:42:22.0000000Z","10"
"BHL","1m","2026-03-30T06:43:31.0000000Z","1377"
"BHL","1m","2026-03-30T06:44:47.0000000Z","720"
"BHL","1m","2026-03-30T06:45:57.0000000Z","3870"
"BHL","1m","2026-03-30T06:46:55.0000000Z","5985"
"BHL","1m","2026-03-30T06:47:56.0000000Z","6860"
"BHL","1m","2026-03-30T06:48:41.0000000Z","6370"
"BHL","1m","2026-03-30T06:49:44.0000000Z","1850"
"BHL","1m","2026-03-30T06:50:46.0000000Z","3393"
"BHL","1m","2026-03-30T06:51:52.0000000Z","8145"
"BHL","1m","2026-03-30T06:52:52.0000000Z","3395"
"BHL","1m","2026-03-30T06:53:43.0000000Z","145"
"BHL","1m","2026-03-30T06:54:27.0000000Z","30"
"BHL","1m","2026-03-30T06:55:34.0000000Z","2070"
"BHL","1m","2026-03-30T06:56:56.0000000Z","4110"
"BHL","1m","2026-03-30T06:57:59.0000000Z","3510"
"BHL","1m","2026-03-30T06:58:57.0000000Z","890"
"BHL","1m","2026-03-30T06:59:37.0000000Z","50"
"BHL","1m","2026-03-30T07:00:19.0000000Z","20"
"BHL","1m","2026-03-30T07:01:54.0000000Z","590"
"BHL","1m","2026-03-30T07:02:49.0000000Z","240"
"BHL","1m","2026-03-30T07:03:53.0000000Z","3290"
"BHL","1m","2026-03-30T07:04:42.0000000Z","400"
"BHL","1m","2026-03-30T07:05:49.0000000Z","4955"
"BHL","1m","2026-03-30T07:06:30.0000000Z","1220"
"BHL","1m","2026-03-30T07:07:31.0000000Z","1050"
"BHL","1m","2026-03-30T07:08:57.0000000Z","1300"
"BHL","1m","2026-03-30T07:09:35.0000000Z","1000"
"BHL","1m","2026-03-30T07:10:38.0000000Z","1130"
"BHL","1m","2026-03-30T07:11:34.0000000Z","0"
"BHL","1m","2026-03-30T07:12:52.0000000Z","1200"
"BHL","1m","2026-03-30T07:14:51.0000000Z","1083"
"BHL","1m","2026-03-30T07:16:19.0000000Z","0"
"BHL","1m","2026-03-30T07:17:33.0000000Z","1286"
"BHL","1m","2026-03-30T07:18:00.0000000Z","1010"
"BHL","1m","2026-03-30T07:19:34.0000000Z","400"
"BHL","1m","2026-03-30T07:20:23.0000000Z","1000"
"BHL","1m","2026-03-30T07:21:40.0000000Z","310"
"BHL","1m","2026-03-30T07:23:24.0000000Z","1550"
"BHL","1m","2026-03-30T07:24:29.0000000Z","380"
"BHL","1m","2026-03-30T07:25:42.0000000Z","1264"
"BHL","1m","2026-03-30T07:26:48.0000000Z","349"
"BHL","1m","2026-03-30T07:27:55.0000000Z","0"
"BHL","1m","2026-03-30T07:28:54.0000000Z","16468"
"BHL","1m","2026-03-30T07:29:44.0000000Z","500"
"BHL","1m","2026-03-30T07:30:50.0000000Z","2090"
"BHL","1m","2026-03-30T07:31:24.0000000Z","1210"
"BHL","1m","2026-03-30T07:32:50.0000000Z","890"
"BHL","1m","2026-03-30T07:33:41.0000000Z","1500"
"BHL","1m","2026-03-30T07:34:11.0000000Z","1104"
"BHL","1m","2026-03-30T07:35:36.0000000Z","10"
"BHL","1m","2026-03-30T07:38:58.0000000Z","1500"
"BHL","1m","2026-03-30T07:39:38.0000000Z","325"
"BHL","1m","2026-03-30T07:40:26.0000000Z","500"
"BHL","1m","2026-03-30T07:41:52.0000000Z","5960"
"BHL","1m","2026-03-30T07:42:30.0000000Z","1372"
"BHL","1m","2026-03-30T07:43:28.0000000Z","480"
"BHL","1m","2026-03-30T07:44:53.0000000Z","500"
"BHL","1m","2026-03-30T07:45:52.0000000Z","398"
"BHL","1m","2026-03-30T07:46:47.0000000Z","1762"
"BHL","1m","2026-03-30T07:47:51.0000000Z","1000"
"BHL","1m","2026-03-30T07:48:52.0000000Z","2555"
"BHL","1m","2026-03-30T07:49:49.0000000Z","131"
"BHL","1m","2026-03-30T07:50:42.0000000Z","66"
"BHL","1m","2026-03-30T07:51:25.0000000Z","730"
"BHL","1m","2026-03-30T07:52:49.0000000Z","225"
"BHL","1m","2026-03-30T07:53:51.0000000Z","871"
"BHL","1m","2026-03-30T07:54:58.0000000Z","3560"
"BHL","1m","2026-03-30T07:55:41.0000000Z","7750"
"BHL","1m","2026-03-30T07:56:57.0000000Z","2840"
"BHL","1m","2026-03-30T07:57:59.0000000Z","300"
"BHL","1m","2026-03-30T07:59:03.0000000Z","3772"
"BHL","1m","2026-03-30T08:01:34.0000000Z","20"
"BHL","1m","2026-03-30T08:04:36.0000000Z","1305"
"BHL","1m","2026-03-30T08:05:06.0000000Z","600"
"BHL","1m","2026-03-30T08:06:47.0000000Z","422"
"BHL","1m","2026-03-30T08:07:33.0000000Z","1828"
"BHL","1m","2026-03-30T08:08:36.0000000Z","850"
"BHL","1m","2026-03-30T08:09:58.0000000Z","1622"
"BHL","1m","2026-03-30T08:10:46.0000000Z","2353"
"BHL","1m","2026-03-30T08:11:25.0000000Z","1881"
"BHL","1m","2026-03-30T08:12:54.0000000Z","1030"
"BHL","1m","2026-03-30T08:13:01.0000000Z","1519"
"BHL","1m","2026-03-30T08:14:45.0000000Z","780"
"BHL","1m","2026-03-30T08:15:37.0000000Z","1500"
"BHL","1m","2026-03-30T08:16:41.0000000Z","1470"
"BHL","1m","2026-03-30T08:17:45.0000000Z","800"
"BHL","1m","2026-03-30T08:18:57.0000000Z","382"
"BHL","1m","2026-03-30T08:19:44.0000000Z","199"
"BHL","1m","2026-03-30T08:20:58.0000000Z","0"
"BHL","1m","2026-03-30T08:21:53.0000000Z","1885"
"BHL","1m","2026-03-30T08:22:54.0000000Z","1798"
"BHL","1m","2026-03-30T08:23:52.0000000Z","4360"
"BHL","1m","2026-03-30T08:25:34.0000000Z","525"
"BHL","1m","2026-03-30T08:26:35.0000000Z","4185"
"BHL","1m","2026-03-30T08:27:51.0000000Z","1614"
"BHL","1m","2026-03-30T08:28:44.0000000Z","34400"
"BHL","1m","2026-03-30T08:29:48.0000000Z","10652"
"BHL","1m","2026-03-30T08:30:58.0000000Z","16810"
"BHL","1m","2026-03-30T08:31:53.0000000Z","1590"
"BHL","1m","2026-03-30T08:32:51.0000000Z","11643"
"BHL","1m","2026-03-30T08:33:58.0000000Z","1100"
"BHL","1m","2026-03-30T08:34:57.0000000Z","9688"
"BHL","1m","2026-03-30T08:35:50.0000000Z","3422"
"BHL","1m","2026-03-30T08:36:59.0000000Z","3888"
"BHL","1m","2026-03-30T08:37:50.0000000Z","5130"
"BHL","1m","2026-03-30T08:38:52.0000000Z","502"
"BHL","1m","2026-03-30T08:39:54.0000000Z","800"
"BHL","1m","2026-03-30T08:40:56.0000000Z","5835"
"BHL","1m","2026-03-30T08:41:53.0000000Z","1038"
"BHL","1m","2026-03-30T08:42:52.0000000Z","1940"
"BHL","1m","2026-03-30T08:43:48.0000000Z","6360"
"BHL","1m","2026-03-30T08:44:56.0000000Z","9720"
"BHL","1m","2026-03-30T08:45:58.0000000Z","2263"
"BHL","1m","2026-03-30T08:46:57.0000000Z","1387"
"BHL","1m","2026-03-30T08:47:37.0000000Z","2133"
"BHL","1m","2026-03-30T08:48:57.0000000Z","2575"
"BHL","1m","2026-03-30T08:49:54.0000000Z","1995"
"BHL","1m","2026-03-30T08:50:55.0000000Z","430"
"BHL","1m","2026-03-30T08:51:54.0000000Z","4880"
"BHL","1m","2026-03-30T08:52:47.0000000Z","1767"
"BHL","1m","2026-03-30T08:53:57.0000000Z","8063"
"BHL","1m","2026-03-30T08:54:50.0000000Z","4661"
"BHL","1m","2026-03-30T08:55:56.0000000Z","6530"
"BHL","1m","2026-03-30T08:56:58.0000000Z","4189"
"BHL","1m","2026-03-30T08:57:55.0000000Z","5599"
"BHL","1m","2026-03-30T08:58:57.0000000Z","3150"
"BHL","1m","2026-03-30T08:59:59.0000000Z","15499"
"BHL","1m","2026-03-30T09:00:58.0000000Z","4186"
"BHL","1m","2026-03-30T09:01:53.0000000Z","3085"
"BHL","1m","2026-03-30T09:02:42.0000000Z","6695"
"BHL","1m","2026-03-30T09:03:59.0000000Z","6077"
"BHL","1m","2026-03-30T09:04:53.0000000Z","3942"
"BHL","1m","2026-03-30T09:05:56.0000000Z","5647"
"BHL","1m","2026-03-30T09:06:53.0000000Z","13598"
"BHL","1m","2026-03-30T09:07:58.0000000Z","6082"
"BHL","1m","2026-03-30T09:08:59.0000000Z","11898"
"BHL","1m","2026-03-30T09:09:51.0000000Z","8630"
"BHL","1m","2026-03-30T09:10:52.0000000Z","21194"
"BHL","1m","2026-03-30T09:11:58.0000000Z","3500"
"BHL","1m","2026-03-30T09:12:54.0000000Z","9845"
"BHL","1m","2026-03-30T09:13:47.0000000Z","6245"
"BHL","1m","2026-03-30T09:14:59.0000000Z","36524"
"BHL","1m","2026-03-31T05:15:00.0000000Z","10"
"BHL","1m","2026-03-31T05:16:12.0000000Z","500"
"BHL","1m","2026-03-31T05:17:56.0000000Z","5008"
"BHL","1m","2026-03-31T05:18:07.0000000Z","1942"
"BHL","1m","2026-03-31T05:19:45.0000000Z","1169"
"BHL","1m","2026-03-31T05:20:48.0000000Z","3760"
"BHL","1m","2026-03-31T05:21:38.0000000Z","397"
"BHL","1m","2026-03-31T05:22:41.0000000Z","1380"
"BHL","1m","2026-03-31T05:23:48.0000000Z","7910"
"BHL","1m","2026-03-31T05:24:30.0000000Z","6420"
"BHL","1m","2026-03-31T05:25:44.0000000Z","1843"
"BHL","1m","2026-03-31T05:26:58.0000000Z","1748"
"BHL","1m","2026-03-31T05:27:41.0000000Z","583"
"BHL","1m","2026-03-31T05:28:38.0000000Z","2607"
"BHL","1m","2026-03-31T05:29:58.0000000Z","3656"
"BHL","1m","2026-03-31T05:30:51.0000000Z","7276"
"BHL","1m","2026-03-31T05:31:39.0000000Z","2463"
"BHL","1m","2026-03-31T05:32:59.0000000Z","11680"
"BHL","1m","2026-03-31T05:33:42.0000000Z","3755"
"BHL","1m","2026-03-31T05:34:59.0000000Z","1770"
"BHL","1m","2026-03-31T05:35:17.0000000Z","1280"
"BHL","1m","2026-03-31T05:36:52.0000000Z","2980"
"BHL","1m","2026-03-31T05:37:52.0000000Z","4700"
"BHL","1m","2026-03-31T05:38:20.0000000Z","1295"
"BHL","1m","2026-03-31T05:39:24.0000000Z","2070"
"BHL","1m","2026-03-31T05:40:44.0000000Z","750"
"BHL","1m","2026-03-31T05:41:42.0000000Z","1000"
"BHL","1m","2026-03-31T05:42:24.0000000Z","400"
"BHL","1m","2026-03-31T05:43:58.0000000Z","4060"
"BHL","1m","2026-03-31T05:44:57.0000000Z","130"
"BHL","1m","2026-03-31T05:45:53.0000000Z","2764"
"BHL","1m","2026-03-31T05:46:58.0000000Z","7631"
"BHL","1m","2026-03-31T05:47:54.0000000Z","0"
"BHL","1m","2026-03-31T05:48:42.0000000Z","5608"
"BHL","1m","2026-03-31T05:49:29.0000000Z","2181"
"BHL","1m","2026-03-31T05:50:43.0000000Z","2850"
"BHL","1m","2026-03-31T05:51:59.0000000Z","250"
"BHL","1m","2026-03-31T05:52:16.0000000Z","0"
"BHL","1m","2026-03-31T05:53:43.0000000Z","719"
"BHL","1m","2026-03-31T05:54:52.0000000Z","3650"
"BHL","1m","2026-03-31T05:55:34.0000000Z","637"
"BHL","1m","2026-03-31T05:56:50.0000000Z","4010"
"BHL","1m","2026-03-31T05:57:44.0000000Z","1480"
"BHL","1m","2026-03-31T05:58:54.0000000Z","11089"
"BHL","1m","2026-03-31T05:59:56.0000000Z","680"
"BHL","1m","2026-03-31T06:00:58.0000000Z","13195"
"BHL","1m","2026-03-31T06:01:49.0000000Z","6329"
"BHL","1m","2026-03-31T06:02:40.0000000Z","600"
"BHL","1m","2026-03-31T06:03:54.0000000Z","3273"
"BHL","1m","2026-03-31T06:04:42.0000000Z","1285"
"BHL","1m","2026-03-31T06:05:50.0000000Z","6452"
"BHL","1m","2026-03-31T06:06:55.0000000Z","1495"
"BHL","1m","2026-03-31T06:07:49.0000000Z","4273"
"BHL","1m","2026-03-31T06:08:56.0000000Z","4272"
"BHL","1m","2026-03-31T06:09:51.0000000Z","7480"
"BHL","1m","2026-03-31T06:10:34.0000000Z","4945"
"BHL","1m","2026-03-31T06:11:54.0000000Z","5530"
"BHL","1m","2026-03-31T06:12:45.0000000Z","11485"
"BHL","1m","2026-03-31T06:13:51.0000000Z","4159"
"BHL","1m","2026-03-31T06:14:58.0000000Z","3315"
"BHL","1m","2026-03-31T06:15:54.0000000Z","18457"
"BHL","1m","2026-03-31T06:16:55.0000000Z","6283"
"BHL","1m","2026-03-31T06:17:57.0000000Z","2410"
"BHL","1m","2026-03-31T06:18:52.0000000Z","18712"
"BHL","1m","2026-03-31T06:19:39.0000000Z","11420"
"BHL","1m","2026-03-31T06:20:59.0000000Z","10954"
"BHL","1m","2026-03-31T06:21:49.0000000Z","7460"
"BHL","1m","2026-03-31T06:22:55.0000000Z","17850"
"BHL","1m","2026-03-31T06:23:39.0000000Z","4094"
"BHL","1m","2026-03-31T06:24:50.0000000Z","11980"
"BHL","1m","2026-03-31T06:25:56.0000000Z","10638"
"BHL","1m","2026-03-31T06:26:54.0000000Z","14185"
"BHL","1m","2026-03-31T06:27:53.0000000Z","6672"
"BHL","1m","2026-03-31T06:28:59.0000000Z","1152"
"BHL","1m","2026-03-31T06:29:45.0000000Z","12424"
"BHL","1m","2026-03-31T06:30:39.0000000Z","733"
"BHL","1m","2026-03-31T06:31:54.0000000Z","2627"
