date_np,bars,volume,open,high,low,close
2025-12-08,97,63250,266.95,269.05,266.29,266.29
2025-12-09,71,39166,266.67,268.57,265.24,265.71
2025-12-10,78,39241,265.71,268.57,264.95,265.33
2025-12-11,80,57508,263.81,268.48,263.14,265.24
2025-12-14,75,66181,263.33,266.57,263.24,264.29
2025-12-15,102,73290,263.81,266.48,262.48,264.76
2025-12-16,94,57611,266.57,268.57,263.9,267.62
2025-12-17,92,58924,267.14,270.48,266.86,268.1
2025-12-18,86,67628,268.48,268.48,263.81,265.33
2025-12-21,109,55068,264.76,265.62,262.67,262.76
2025-12-22,101,75073,267.62,267.62,259.05,259.62
2025-12-23,114,79986,264.76,264.76,258.1,260.38
2025-12-24,118,93743,259.05,260.95,257.14,259.33
2025-12-28,123,88836,264.38,265.52,260.38,264.76
2025-12-29,91,88955,270,270,261.05,261.9
2025-12-31,109,131888,264.67,265.71,261.9,264.19
2026-01-01,130,138671,264.76,264.76,260.76,260.86
2026-01-04,140,152539,265,265,256,259
2026-01-05,108,63265,260.9,261.6,258,260.5
2026-01-06,121,143661,263.1,263.1,258,258.4
2026-01-07,117,84299,261,261,256,256.9
2026-01-08,94,82839,256,260.5,255.2,257.1
2026-01-12,94,88049,255.1,258.9,254,254
2026-01-13,116,107332,250.1,257,250.1,257
2026-01-14,86,43036,255,260,255,258.5
2026-01-18,135,125046,261,266,258.1,264
2026-01-20,146,186761,268,270,266,268.4
2026-01-21,128,108567,269,270.9,265.4,266.7
2026-01-22,105,90545,265,268,262,267
2026-01-25,174,220235,270,279,268,279
2026-01-26,150,184642,273.5,281,273,273.6
2026-01-27,174,275716,275,280,265.6,269
2026-01-28,128,81947,265.6,270,263.7,268.5
2026-01-29,172,312612,271,278.9,270,272
2026-02-01,119,84613,272.1,275,270,270.2
2026-02-02,108,83788,272.7,273,266,266.1
2026-02-03,114,90441,267,270,264,264
2026-02-04,99,83481,265,267.9,261.1,262.1
2026-02-05,166,310697,267,282.5,262.6,277
2026-02-08,167,409323,280,290,275,275.4
2026-02-09,138,284914,279.9,284,271.1,280
2026-02-10,227,1530888,281,303.9,280,294.5
2026-02-11,200,609216,300,300,290,298
2026-02-12,196,478502,292.1,301,292,293.9
2026-02-16,186,465743,293.9,296,280,280.1
2026-02-17,189,375967,283.9,285.7,274.5,275.9
2026-02-22,161,264237,276,276,270,271.9
2026-02-23,157,220668,268.2,274,268,269.3
2026-02-24,124,130188,270,272.3,269,272
2026-02-25,122,86213,277,277,270.5,275
2026-02-26,139,244579,271,283.8,271,280
2026-03-01,145,191835,280,282,269,279
2026-03-03,174,320466,280,288.5,275,287.4
2026-03-09,3,42929,293.1,316,293.1,310
2026-03-10,218,1020752,315,315,290.3,303
2026-03-11,220,724925,309,314.7,299.1,301
2026-03-12,222,451036,302,309.5,301,306
2026-03-15,217,595886,310,312.1,305.1,308
2026-03-16,182,299605,310.5,310.5,300,300.9
2026-03-17,207,609368,301.7,312,296.3,310
2026-03-19,231,1029656,315,323.3,312,312.7
2026-03-22,207,831577,312.7,315,306.2,312.5
2026-03-23,138,327077,315.1,315.1,307,310.4
2026-03-24,211,766375,314,322.3,310,316.9
2026-03-25,197,378520,316.5,318.8,309.3,310
2026-03-26,178,389922,316.2,316.2,307,314
2026-03-29,210,478250,315,315,303,304.1
2026-03-30,203,510443,304,307.8,294,296
2026-03-31,195,285543,298.2,299.9,289,298
2026-04-01,208,409553,298,298,284,285
2026-04-02,206,422084,285,292,280,285.1
2026-04-05,214,464737,280.2,280.2,270.6,271
2026-04-06,208,330227,271,290,270,286
2026-04-07,194,210616,291.7,292,284.3,285
2026-04-08,163,239065,288,291,286.5,289.9
2026-04-09,186,199310,293.6,297,290,295
2026-04-10,157,248446,297.5,297.5,288.3,290
2026-04-13,160,123539,295.8,295.8,288,290.3
2026-04-15,208,368792,294.5,301.9,293,300.4
2026-04-16,177,213567,295,302,292,293
2026-04-17,165,144389,298.8,298.8,288.3,291.9
2026-04-20,142,109453,295,295,286.8,288.9
2026-04-21,121,170347,278,290,278,282
2026-04-22,159,197828,280,286.5,277,284.8
2026-04-23,135,148677,284.79,286,279,279.9
2026-04-24,130,144437,276,281.1,273,280
